treat,age,hisp,black,married,educ,nodegr,re19,re20,re22
0,18,0,0,1,11.0,0,49186,49537,41129
0,55,0,0,0,13.0,0,51244,52258,43659
1,29,0,0,0,12.0,0,45018,44535,47305
0,41,0,0,1,7.0,0,22112,23180,34499
1,27,0,0,1,7.0,0,38752,39880,45479
1,40,0,0,0,11.0,0,31684,30559,46824
0,46,0,1,1,9.0,1,22363,22156,43214
1,52,1,0,0,6.8,0,46778,47748,45623
1,49,0,0,0,7.0,0,22409,21905,50364
0,58,0,0,0,13.0,0,52146,51804,45841
1,44,0,1,1,8.0,0,52260,52323,42581
0,24,0,0,0,8.0,1,41997,40743,41867
1,60,0,0,1,9.0,0,35895,36608,40919
1,42,0,1,0,9.0,0,53651,53872,44008
1,24,1,1,1,10.8,0,23468,23655,44580
1,64,1,0,0,10.8,0,29590,30408,43702
1,40,0,0,0,8.0,0,29102,28025,47219
0,42,1,0,0,8.8,0,45028,44921,41475
0,22,0,1,1,11.0,1,40875,40420,43132
0,34,0,0,0,7.0,0,33353,33106,37479
0,35,0,1,1,9.0,0,28389,28679,49045
0,18,1,0,1,11.8,0,53507,53237,40079
0,60,1,0,0,7.8,0,39660,40332,41619
1,58,1,1,0,8.8,0,33074,33158,48012
0,41,1,1,0,9.8,0,46135,46743,44320
1,22,0,0,1,12.0,0,26853,26393,39294
0,63,0,1,1,7.0,0,44248,45660,39657
0,33,0,0,0,7.0,1,30916,30508,40986
0,22,1,0,1,10.8,0,36343,34049,44611
1,36,0,0,1,7.0,0,46495,45903,45872
1,40,1,0,1,12.8,0,27786,28116,49081
0,20,0,0,1,12.0,0,50193,50294,38996
0,56,1,0,0,10.8,0,35656,37009,49993
0,40,0,0,0,12.0,0,37167,38236,36322
0,62,0,1,0,8.0,0,30181,30507,42529
1,59,1,0,0,7.8,0,54346,55454,39194
1,34,1,0,1,7.8,0,41747,41458,43573
0,52,0,0,0,8.0,0,52397,52211,36994
0,58,1,0,0,11.8,0,32648,32922,44642
0,59,1,0,1,11.8,0,26169,25833,47822
1,38,0,1,0,12.0,0,40096,40678,43824
1,44,1,0,0,9.8,0,42127,43517,43365
0,22,0,0,1,7.0,0,33528,32530,45174
1,22,1,0,1,11.8,0,36775,35417,45051
0,52,0,0,0,7.0,0,37097,36573,42298
0,25,0,1,0,11.0,0,53935,54248,41045
0,45,0,0,0,10.0,0,57107,55688,45993
1,39,1,1,0,7.8,0,50168,50514,43854
1,50,0,0,0,9.0,0,47522,47572,41862
0,29,0,0,0,7.0,0,25035,25514,41356
1,40,0,0,0,10.0,0,33785,33666,41978
0,45,0,0,1,12.0,0,44772,44259,42551
0,53,0,0,0,13.0,0,26239,25020,41627
0,38,0,0,0,7.0,0,42308,41804,43412
1,56,0,0,0,12.0,0,22026,22442,48409
0,34,1,0,1,9.8,0,37891,38625,42954
0,52,0,1,0,11.0,0,40536,39437,35815
1,54,1,0,0,10.8,0,34007,35515,48545
1,35,1,1,1,9.8,0,54184,55939,40429
0,47,1,1,1,11.8,0,38499,37557,36752
1,45,0,0,0,12.0,0,43691,42554,43299
0,20,0,0,1,13.0,0,26811,27411,41958
1,22,0,0,1,9.0,0,37083,36411,39861
1,21,0,0,1,8.0,0,55162,53685,39727
0,46,0,0,0,7.0,0,35237,34266,45096
0,56,1,0,0,6.8,0,55699,56386,41875
1,39,0,1,1,10.0,0,36156,36101,40189
0,33,0,1,1,8.0,0,41840,41941,35867
0,34,0,0,1,10.0,0,27361,26193,34791
1,31,0,1,1,12.0,0,31867,31841,44949
0,32,0,0,1,7.0,0,49547,49817,38263
1,34,0,0,1,13.0,0,56988,56057,44270
1,30,0,0,1,11.0,0,43403,43480,43089
1,42,0,1,1,7.0,0,59578,59131,45039
1,29,0,1,1,12.0,0,37326,37683,38599
0,19,0,0,1,13.0,1,39710,39347,43307
0,40,0,0,0,13.0,0,40063,41267,45415
1,39,0,0,1,9.0,0,45822,44796,46718
0,60,0,0,0,8.0,0,48595,49028,41806
0,43,0,1,0,8.0,0,24383,25778,39860
1,35,0,0,1,13.0,0,28611,28943,39984
0,40,0,0,1,9.0,0,36719,36798,42148
0,22,0,0,1,10.0,0,25469,26034,38235
1,42,0,1,0,7.0,0,23847,24327,51695
0,23,0,1,0,10.0,0,54595,54792,40107
0,43,0,0,1,13.0,0,56461,56189,52344
0,40,1,1,0,6.8,0,41062,40193,41775
1,39,1,0,0,12.8,0,54315,54513,38271
0,22,0,0,1,10.0,0,20048,20890,37574
0,49,1,0,1,10.8,0,25211,25698,38121
1,56,0,0,0,9.0,0,44580,46083,42513
1,21,0,0,1,11.0,0,20000,21105,43688
1,26,0,0,1,11.0,0,23863,24658,45766
1,45,0,0,0,13.0,0,27838,28095,47372
1,60,0,0,0,10.0,0,24470,24449,44805
0,29,1,0,0,9.8,0,29809,29404,44045
1,54,0,0,1,8.0,0,28372,27683,46003
1,35,0,0,0,9.0,0,30633,31240,42272
0,56,1,0,0,9.8,1,35624,36062,37506
1,49,1,0,0,9.8,0,37942,37490,46086
1,43,0,1,1,13.0,0,42338,41698,45375
1,31,1,1,0,11.8,0,41098,40834,50937
1,51,1,0,0,8.8,0,46926,47281,39455
0,61,0,0,0,12.0,0,35193,34739,48047
0,52,0,0,1,12.0,0,56174,56792,48698
1,30,0,0,0,8.0,0,34785,33800,48727
0,50,1,0,0,7.8,0,58652,58557,44378
1,34,0,0,1,13.0,1,38686,38404,40580
0,62,0,0,0,9.0,0,20441,20485,36177
0,30,1,0,1,7.8,0,37372,38369,47873
0,19,0,0,1,7.0,1,35112,34568,49142
0,29,0,0,1,12.0,0,36520,36144,39591
1,27,0,0,1,11.0,0,49410,49220,47350
1,53,0,1,1,13.0,0,22194,22147,45921
1,42,0,0,0,10.0,0,21747,22235,38964
1,61,1,0,0,11.8,0,37630,38795,44536
1,46,0,1,0,9.0,0,54945,52327,42375
1,54,0,0,0,12.0,0,47235,45687,49209
1,40,0,0,1,13.0,0,50148,50493,42474
0,63,0,0,0,11.0,0,26430,26199,44222
0,39,1,0,1,8.8,1,31199,32192,41376
1,57,0,0,0,11.0,0,56024,57150,43310
0,26,0,0,1,13.0,0,53614,53639,37964
0,60,1,1,0,6.8,0,47424,47468,33162
1,54,1,1,0,8.8,0,35833,36414,41953
0,53,0,0,1,11.0,0,20897,19856,43645
0,38,1,1,1,8.8,0,35768,36299,38808
1,48,0,1,1,11.0,0,42271,44001,33186
1,60,1,0,0,9.8,0,56226,57487,48301
1,31,1,0,1,12.8,0,43068,43150,46785
0,46,0,0,1,7.0,0,59724,59270,37463
0,30,0,0,1,12.0,0,40438,40689,46746
0,54,0,0,0,11.0,0,20651,17595,38928
1,28,1,0,1,11.8,0,40832,41570,45539
0,39,0,1,0,10.0,0,55449,54441,41606
0,49,0,0,1,12.0,0,58992,57421,50464
1,55,1,0,1,6.8,0,31969,31066,49405
0,27,1,0,1,11.8,0,37853,37502,42129
1,39,0,0,0,11.0,0,50154,51617,37181
1,56,0,0,1,9.0,0,54921,55879,43892
0,56,1,1,0,10.8,0,52653,53639,37659
1,60,0,1,1,7.0,0,42390,40974,41887
0,25,0,0,0,8.0,0,59847,59288,35551
1,36,0,0,1,13.0,1,55669,56767,49459
0,27,1,0,1,9.8,0,42465,43839,42883
1,30,0,0,1,7.0,1,41148,41594,42055
1,50,1,0,1,11.8,0,40992,39046,45845
1,34,0,0,1,10.0,0,51045,48952,41910
1,46,0,0,0,12.0,0,35629,37673,45556
1,39,1,1,1,9.8,0,23333,23291,33347
1,32,1,1,1,9.8,0,33752,34505,46626
1,42,0,0,0,12.0,0,32696,31697,46589
0,61,0,0,1,10.0,0,22139,22875,39217
0,54,0,0,0,11.0,0,45275,44951,46386
0,60,0,0,0,9.0,0,27792,27494,41714
1,41,0,0,1,12.0,0,46351,44952,39834
0,40,0,0,1,10.0,0,33957,32699,38126
0,40,0,1,0,13.0,0,30877,31319,46404
0,46,0,0,0,12.0,1,49546,48149,40037
0,47,1,1,1,8.8,0,21059,21522,38154
0,42,1,0,1,8.8,0,36518,35953,38857
1,51,0,0,1,12.0,0,29249,29977,39021
1,22,0,1,1,11.0,0,56869,56193,49724
0,48,0,0,1,8.0,0,39353,39295,56109
0,45,0,1,0,7.0,0,55248,55841,41440
0,20,0,1,1,11.0,0,38054,37231,44582
0,59,0,0,0,8.0,0,40382,40414,43334
0,44,0,0,0,9.0,0,53380,52605,40868
1,35,0,0,0,7.0,0,47334,48707,40709
1,32,0,1,0,8.0,0,58743,58057,43611
0,33,0,1,0,13.0,0,45071,45317,45345
1,41,1,0,1,12.8,0,33641,34237,52994
0,41,1,0,0,6.8,0,34366,35794,37552
0,29,0,0,1,13.0,1,37299,37710,40843
0,63,0,1,1,12.0,0,22666,22070,46992
0,47,0,0,0,11.0,0,42580,40929,41313
0,62,0,0,0,12.0,0,32014,32157,43315
1,57,0,0,0,9.0,0,41159,42582,47913
1,62,1,0,0,7.8,0,33016,32266,41159
0,50,0,1,0,8.0,0,50467,50137,37047
1,29,0,1,1,10.0,1,22275,21205,39175
0,35,0,0,1,9.0,0,53841,53732,43417
1,33,0,0,1,11.0,0,50433,52080,46641
0,54,0,0,1,11.0,0,54905,53331,50630
1,59,0,0,0,11.0,0,59514,59823,39085
0,37,0,0,0,7.0,1,50649,49283,33879
0,41,1,1,1,7.8,0,53730,55453,43890
0,58,0,1,1,12.0,0,41429,40225,46600
0,57,0,0,1,13.0,0,27659,28320,41932
1,29,0,1,1,12.0,0,24399,26285,40348
1,24,1,1,1,8.8,1,43703,44667,36089
1,51,0,0,0,9.0,0,59946,60787,45712
0,23,0,0,1,8.0,1,27118,25519,36145
1,23,0,0,1,11.0,0,38372,38413,49071
0,35,0,0,0,7.0,0,50205,49514,36694
0,58,1,1,0,8.8,0,47614,47917,42954
1,35,0,0,1,8.0,0,32135,31974,46440
1,38,0,0,1,13.0,0,26774,26004,38242
0,24,1,1,1,7.8,0,25350,25815,43122
0,39,0,0,0,9.0,0,56193,54842,41816
1,50,0,0,1,11.0,0,37684,37412,43226
0,54,0,1,1,13.0,0,56593,57343,46430
0,26,0,0,1,13.0,0,55671,57096,38564
0,61,0,1,0,8.0,0,26678,26787,44471
0,55,0,0,1,8.0,0,34154,33424,44375
1,32,0,0,1,12.0,0,56524,56687,42938
0,54,1,0,0,12.8,0,48881,49644,44285
1,53,0,0,0,7.0,1,50211,48838,42664
1,51,0,0,0,10.0,0,36059,37182,36960
0,55,0,0,0,13.0,0,33483,33666,51035
0,49,0,0,0,13.0,0,20344,20275,42591
0,63,1,0,0,12.8,0,42059,41348,37304
1,41,0,1,1,12.0,0,35386,35595,43019
0,41,0,1,0,9.0,0,45368,45361,45897
1,64,0,0,1,11.0,0,32178,32020,41655
0,21,0,1,1,8.0,0,44277,43969,39728
1,34,1,0,0,12.8,0,54118,54990,48640
1,29,1,0,1,8.8,0,25666,26231,41206
1,60,1,1,1,9.8,0,24896,23066,44735
1,60,0,1,0,9.0,0,50091,51070,46096
1,45,0,1,0,12.0,0,33595,32944,41706
0,27,0,0,1,13.0,0,23034,21578,48630
0,27,0,0,0,10.0,1,35589,33091,42859
1,32,1,1,1,11.8,0,42287,43079,42111
0,21,0,0,1,9.0,0,43104,43300,42777
0,58,0,0,1,11.0,0,56162,54682,43771
1,51,0,1,0,7.0,0,30314,30106,35693
1,60,0,0,0,7.0,0,58612,59979,37629
0,28,0,1,1,10.0,0,59314,58979,37430
0,33,1,1,1,6.8,0,48411,47910,38185
0,32,0,0,1,8.0,0,21593,23392,46878
0,31,1,0,1,11.8,0,30956,30876,51035
1,22,1,1,1,11.8,0,47864,48819,44988
1,27,0,0,1,9.0,0,29076,28636,46280
0,60,0,0,1,11.0,0,27207,27393,33289
0,50,1,1,1,7.8,0,40814,39528,40637
1,61,0,0,0,11.0,0,58041,57646,49277
1,25,0,0,0,8.0,0,50278,51135,46840
1,42,0,0,1,12.0,0,45531,44755,54498
1,31,0,1,1,8.0,0,51739,51098,40948
0,21,0,0,1,10.0,0,51234,51909,41404
0,59,0,0,0,8.0,0,42532,43554,42403
0,38,0,1,1,13.0,0,45752,45198,43216
0,37,1,0,1,10.8,0,23012,23185,37423
1,62,0,1,0,12.0,0,27456,28206,42271
1,62,0,0,0,12.0,0,46270,45419,47304
0,35,1,0,0,8.8,0,44395,42955,45557
1,34,1,0,1,7.8,0,58699,58785,40755
0,49,0,0,1,9.0,0,50893,49606,38899
1,37,0,0,1,9.0,0,30729,30047,42921
0,25,0,0,0,10.0,1,26755,25657,38393
1,63,0,0,0,11.0,0,52022,51908,40376
0,35,0,1,1,11.0,0,39009,39067,42571
0,32,0,1,1,12.0,1,37189,38451,42726
0,55,0,1,1,7.0,0,28927,29227,33537
1,38,1,0,1,9.8,0,53121,51471,36441
0,57,1,0,0,9.8,0,35760,35171,36832
1,60,0,0,0,11.0,0,35021,35808,46114
0,40,1,0,1,7.8,0,35971,34763,45042
0,31,0,0,0,10.0,0,26284,26561,40695
0,42,0,0,0,8.0,0,22370,22756,44939
0,44,0,0,1,13.0,0,31633,31544,38717
1,49,0,0,0,11.0,0,41856,42527,43727
1,48,0,1,1,11.0,0,40155,39220,35934
0,25,0,0,1,13.0,0,28832,28741,41294
0,54,0,0,0,12.0,0,31622,31461,45501
0,34,0,0,0,12.0,1,49962,50598,37967
0,50,1,0,1,8.8,0,24836,25552,44630
0,32,1,0,1,8.8,0,24972,24975,38362
0,18,0,0,1,13.0,1,23232,23365,47178
1,41,0,1,1,11.0,0,47089,46841,44549
1,37,0,0,0,8.0,0,29955,30291,40756
1,50,0,1,1,11.0,0,33960,33444,50731
0,36,0,0,0,12.0,0,39822,37947,36123
0,38,0,1,1,12.0,0,30822,31100,45178
0,18,1,0,1,8.8,0,59782,58492,45041
0,27,1,0,1,10.8,0,52140,52680,41381
1,58,0,1,1,7.0,0,50266,50636,39216
0,53,0,0,0,8.0,0,35148,35729,38838
1,51,1,0,0,10.8,0,58373,58715,41135
0,49,1,0,1,10.8,0,28539,28948,42176
1,57,0,0,0,13.0,0,37389,37914,37498
1,21,1,0,1,7.8,1,40741,41550,47614
1,41,0,1,1,9.0,0,29902,29012,43187
1,21,1,0,1,12.8,0,24572,23350,40270
1,19,0,0,0,9.0,0,29884,30392,39947
1,43,0,1,0,10.0,0,25646,26656,37470
1,19,1,0,1,10.8,0,38270,38172,43726
0,55,1,0,1,6.8,0,48589,48429,41890
0,26,0,1,1,11.0,0,23953,24694,45056
1,54,0,0,0,7.0,0,29231,30197,37330
1,23,0,0,1,11.0,0,42120,41137,44548
0,21,0,1,1,12.0,0,24912,22628,48251
1,31,1,0,0,6.8,0,59082,57656,48191
0,35,1,1,0,10.8,0,59343,60634,46581
1,25,0,0,0,10.0,0,41037,40882,43750
1,63,0,0,0,11.0,0,39350,40386,48237
1,48,1,1,0,10.8,0,50813,51432,42896
1,56,1,0,0,9.8,0,48385,47054,48297
1,34,0,0,0,9.0,1,49864,47843,39576
1,47,0,0,0,7.0,0,53231,52653,36191
0,21,0,0,1,10.0,1,32375,32860,43072
0,25,1,1,0,7.8,0,56492,57361,35673
0,22,0,0,1,10.0,0,38235,38882,47433
0,26,0,0,1,12.0,1,51548,51177,44594
0,40,1,1,1,8.8,0,33062,32315,46431
0,58,0,0,0,9.0,0,34534,34192,40068
0,30,0,0,1,9.0,0,41924,40985,39908
1,61,0,1,0,12.0,0,41445,42783,48300
0,53,0,1,0,11.0,0,36171,36160,47272
0,55,0,1,0,13.0,0,58862,58847,40214
0,33,0,1,1,10.0,0,20260,20543,34949
0,45,0,0,0,13.0,0,48615,48647,40307
1,21,0,0,1,9.0,0,41987,38831,40017
0,49,1,1,0,10.8,0,33235,32774,38276
0,25,0,0,0,13.0,0,59308,58011,38663
1,27,0,1,1,8.0,1,54119,54008,41596
0,60,0,1,0,8.0,0,43323,43929,49250
0,39,0,0,0,11.0,0,57290,58492,49038
0,43,1,1,0,8.8,0,59163,59041,35041
1,48,0,0,1,9.0,0,50585,52162,49231
1,51,1,0,0,12.8,0,34892,33991,39184
1,36,0,0,1,10.0,0,25428,22976,45870
1,27,0,1,1,7.0,0,54527,54386,42045
0,43,0,0,1,10.0,0,57867,57906,39756
0,28,0,0,1,11.0,0,31492,31803,40690
1,19,0,0,1,12.0,0,36779,36633,51683
0,42,0,0,0,12.0,0,27742,27080,44802
1,63,0,0,0,7.0,0,53960,53930,42255
1,60,0,1,1,10.0,0,30834,30763,47753
1,64,0,0,0,13.0,0,28389,28411,50836
1,58,1,0,0,10.8,0,25782,27356,38714
1,30,0,1,1,13.0,0,25011,25967,44254
1,34,0,0,1,10.0,0,25999,26014,41665
0,27,0,0,1,9.0,1,43710,44659,40166
1,37,0,0,0,10.0,0,59661,58007,44943
0,33,0,1,1,8.0,0,47718,48858,46632
0,58,0,0,0,13.0,0,47919,46724,43056
1,34,0,0,0,8.0,1,46188,45416,34002
0,44,1,0,1,6.8,0,28034,28830,34282
0,23,0,0,1,11.0,0,29906,29847,47559
1,32,1,1,1,11.8,1,49248,48502,40005
0,46,0,1,0,7.0,0,54787,54048,43020
1,49,0,0,1,9.0,0,53968,53052,46939
1,54,0,0,0,8.0,0,58785,58599,47724
1,55,1,1,1,11.8,0,51769,52821,44828
0,47,1,0,0,7.8,0,49925,52760,32743
1,52,0,0,0,12.0,0,42057,43183,45243
0,61,0,0,0,10.0,0,21940,21892,37229
1,48,0,1,0,9.0,0,29237,29650,49033
1,64,0,1,0,10.0,0,54136,54585,39011
1,33,0,0,1,13.0,0,23189,22840,42697
1,48,1,1,0,7.8,0,36612,37956,42034
0,49,0,0,1,8.0,0,49038,49899,44443
1,46,1,0,0,9.8,0,43750,43611,47012
0,55,0,0,0,9.0,0,49079,49030,43179
0,25,1,0,1,6.8,0,20405,21103,38224
1,52,1,0,0,11.8,0,44623,42845,46680
0,47,0,1,0,7.0,0,44044,44979,44254
1,52,0,0,0,11.0,0,37360,36824,46694
1,63,0,0,1,7.0,0,33465,33322,44856
0,56,0,0,1,9.0,0,40841,39558,51829
1,29,0,1,1,11.0,1,25929,26781,45292
0,60,0,0,0,7.0,0,30673,30542,42634
0,31,1,0,0,6.8,0,52921,52369,42332
1,47,0,0,1,7.0,0,56233,56969,39620
0,60,1,0,0,10.8,0,24831,24640,40711
1,48,0,1,0,10.0,0,56789,55957,39579
1,53,0,1,0,11.0,0,26568,25881,43622
0,50,0,1,1,10.0,0,33703,33342,46676
0,54,0,0,0,7.0,0,45521,46003,42743
0,63,0,0,0,13.0,0,21799,22835,34056
1,46,0,0,1,7.0,0,44138,44519,52315
1,59,0,0,0,7.0,0,44250,45383,45390
0,48,0,0,0,12.0,0,28125,28642,42411
0,38,1,0,1,6.8,0,26301,25028,38595
0,22,1,0,1,6.8,0,44058,44171,33343
0,53,0,0,1,7.0,0,41849,42074,34743
0,42,1,0,0,12.8,0,46695,48182,43150
0,30,0,0,1,13.0,0,54560,54297,46767
0,24,0,1,1,11.0,0,47835,47348,35948
0,63,0,0,0,12.0,0,44810,46304,39933
1,56,0,1,0,7.0,0,45890,45005,40361
1,31,0,0,0,8.0,0,54177,53452,48478
1,21,0,1,1,11.0,0,22572,21858,42700
0,60,0,0,0,11.0,0,23054,23693,38000
0,38,0,0,0,13.0,0,38025,36631,46401
0,42,1,0,0,7.8,0,59461,59579,38836
0,45,0,0,0,7.0,0,50809,52597,37522
1,31,1,1,1,9.8,0,44577,44934,46141
0,37,1,0,0,7.8,0,39724,40969,39671
1,22,0,0,1,11.0,0,32328,32733,54326
0,30,0,1,0,8.0,0,50503,52423,43910
0,39,1,0,1,12.8,0,42294,40784,45034
1,44,1,1,0,12.8,0,59273,58713,50756
0,47,1,0,1,12.8,0,38016,38758,45905
0,36,0,1,1,9.0,0,48927,48968,39198
0,32,0,1,1,11.0,0,55391,56243,43662
0,37,0,0,1,12.0,0,30997,30141,50164
1,60,0,0,0,8.0,0,20867,22594,36590
0,38,1,1,0,9.8,0,40160,41026,42787
1,21,1,0,1,6.8,0,25375,26435,37862
1,47,1,0,1,10.8,0,42937,42402,42649
0,50,0,0,0,13.0,0,31082,30377,48539
0,56,1,0,0,8.8,0,41491,41994,42570
1,24,0,1,1,12.0,0,47457,46364,46127
0,63,1,0,0,8.8,0,25615,23582,41303
0,47,0,1,1,12.0,0,39000,39843,37485
1,62,0,0,0,10.0,0,37767,38588,49261
0,37,0,1,1,7.0,1,30801,30819,42996
0,49,0,0,0,13.0,0,51083,51061,45112
0,28,0,1,1,7.0,0,53103,52872,36297
1,39,1,1,1,11.8,0,47097,45716,46651
1,52,0,0,1,12.0,0,46178,46035,44619
1,43,0,0,1,13.0,0,28139,27009,43483
0,35,0,1,0,7.0,0,46479,46014,35218
0,44,0,1,1,8.0,0,35391,35107,38709
0,59,0,1,0,10.0,0,48161,47224,48479
1,30,0,0,1,10.0,0,23163,22372,47338
1,59,0,1,0,9.0,0,42736,42101,44638
0,23,0,0,1,11.0,0,32071,32786,44857
0,59,0,0,0,9.0,0,46823,47994,45398
1,44,0,0,0,10.0,0,55178,55329,48222
0,51,0,0,0,10.0,0,38010,39614,39956
0,43,1,1,0,12.8,0,30231,31804,37519
1,27,0,1,0,9.0,0,35065,34321,39232
0,46,1,1,1,8.8,0,27568,27911,41782
1,46,0,1,1,7.0,1,38332,38787,37442
1,33,1,0,0,7.8,0,28919,29406,39679
0,48,0,0,0,9.0,0,45121,43480,36656
1,30,1,0,1,8.8,0,50956,49854,39404
0,51,0,1,0,11.0,0,57560,57392,41202
0,24,0,0,1,13.0,0,39200,39870,38171
0,51,0,0,1,11.0,0,49130,47656,44872
0,45,0,1,0,7.0,0,32815,31920,40305
0,37,0,0,1,12.0,0,32458,34230,43149
0,40,0,0,1,13.0,0,21792,22208,43293
0,41,1,1,1,8.8,0,42870,42504,40214
1,21,0,0,1,12.0,0,41874,41046,40680
1,29,0,0,1,7.0,0,49502,49005,43091
0,39,0,1,0,10.0,0,29530,29836,38727
0,52,1,0,0,7.8,0,35291,33855,40916
1,43,0,0,0,9.0,0,48201,50051,37560
1,56,1,0,1,8.8,0,51754,52058,45101
0,64,1,0,0,8.8,0,35194,35708,35415
1,31,1,0,1,12.8,1,22244,21979,46178
0,32,0,0,1,7.0,0,30519,29174,40195
1,64,1,1,0,9.8,0,30576,28787,38594
1,54,0,0,0,11.0,0,22398,20940,53334
1,62,1,0,0,6.8,0,32428,33116,51587
1,35,0,1,1,10.0,0,25113,24513,41688
1,61,0,0,1,10.0,0,28068,29806,42607
0,45,0,1,0,10.0,0,52824,51658,46312
1,31,0,1,1,7.0,0,52572,50248,44606
1,43,0,1,1,11.0,0,51599,52272,40741
1,23,0,0,1,13.0,0,22571,24168,41143
0,24,1,1,1,7.8,0,56852,55847,35166
1,52,0,0,0,12.0,0,45355,45381,43610
0,37,0,0,0,13.0,0,37636,37549,43538
0,46,1,0,0,10.8,1,37738,37036,43835
0,42,0,0,0,7.0,0,24359,24806,45115
0,54,0,0,1,11.0,0,32004,31113,49808
1,24,0,0,1,10.0,0,22921,24651,46667
1,52,1,0,1,11.8,0,29534,29269,44067
1,25,1,0,1,6.8,0,52741,53800,37780
0,30,0,1,0,7.0,0,42007,41513,42889
1,41,0,0,1,11.0,0,40033,39935,42235
1,53,0,1,0,13.0,0,39880,39465,50566
0,27,0,1,1,11.0,0,43862,42477,40502
0,54,1,1,0,6.8,0,25366,24976,48748
1,19,0,1,1,10.0,0,50294,50980,44257
0,28,1,0,1,8.8,1,27459,26236,39144
1,32,0,0,1,10.0,0,32131,31705,43146
0,31,0,0,1,7.0,0,42967,44026,39610
1,32,0,0,1,13.0,0,44896,44411,41235
0,29,0,0,0,13.0,0,47450,46614,39755
0,60,0,1,0,7.0,0,35145,34618,52047
1,64,1,1,0,9.8,0,26479,26271,45261
1,54,0,0,0,10.0,0,34294,33726,39127
1,48,0,0,0,13.0,0,49625,49950,40124
1,40,0,0,0,9.0,0,25680,24630,46015
1,41,0,0,1,10.0,0,53911,52867,41858
0,30,1,0,1,6.8,0,26817,26821,44020
0,33,0,0,1,11.0,0,32181,32148,46583
0,28,0,0,1,10.0,0,28120,28937,38917
0,20,1,0,1,12.8,0,41172,41310,38989
1,62,0,1,0,7.0,0,53648,54342,44604
0,26,1,1,1,7.8,1,53121,53445,44552
1,55,1,0,1,8.8,0,35616,35540,51555
0,64,0,1,0,12.0,0,54317,55018,52853
0,46,1,1,0,7.8,0,34174,33158,37600
1,30,0,1,1,12.0,0,59992,60931,46222
1,41,1,1,1,12.8,0,46742,46650,51442
1,39,0,0,0,9.0,0,53834,54975,45488
1,28,0,0,1,12.0,0,59246,60057,43108
0,25,0,0,0,13.0,0,51972,51021,38873
1,43,0,1,0,11.0,0,38906,38311,36800
0,23,0,1,1,9.0,1,28161,28901,44024
0,35,0,0,1,8.0,0,44146,43351,45297
1,33,1,0,1,9.8,0,28515,27494,42179
0,46,0,0,1,8.0,1,27182,27717,30693
1,25,1,1,1,8.8,1,57019,56593,38949
0,27,0,0,1,11.0,0,23513,25479,38809
0,55,0,1,0,10.0,0,40830,42025,43096
0,51,0,0,1,13.0,0,27764,29423,41368
1,45,0,0,0,11.0,0,55890,55941,46557
0,46,0,0,0,9.0,0,54589,56720,43441
0,35,1,0,1,8.8,0,36684,36065,37408
0,21,0,0,1,13.0,0,37424,38243,44498
0,27,0,0,1,11.0,0,21601,21562,33870
1,41,0,1,1,8.0,1,58292,58149,40164
0,47,0,0,0,12.0,0,21365,22465,37853
1,64,1,0,1,11.8,0,27560,30089,47957
0,57,0,0,0,8.0,0,22309,20288,40609
0,50,0,0,0,11.0,0,52142,50239,51066
1,59,0,0,0,11.0,0,42069,41240,35166
0,24,0,0,1,7.0,1,31677,31154,38015
1,30,0,0,1,13.0,0,32214,33376,42174
0,45,1,1,1,12.8,0,48839,49414,44707
0,63,1,0,1,7.8,0,42873,42347,39685
0,21,0,1,1,7.0,0,48624,50046,40078
1,29,0,1,0,11.0,0,21624,22380,37809
0,20,0,1,1,13.0,0,47778,48753,39137
0,40,0,0,1,12.0,0,38436,37546,48760
1,29,1,0,1,6.8,1,51845,52968,45757
1,60,1,0,1,8.8,0,26244,26335,42617
1,41,0,0,1,12.0,0,51747,51516,45948
1,58,1,0,0,6.8,0,55624,55491,46131
1,22,0,0,1,13.0,0,38550,38173,43821
1,24,0,0,1,10.0,0,21715,20560,36815
0,22,0,1,0,12.0,0,49011,47690,45372
0,38,0,0,0,11.0,0,25081,26431,42199
1,42,0,1,1,7.0,0,23355,22995,41510
1,31,1,1,0,10.8,0,47356,49113,44246
1,45,1,0,0,12.8,0,49681,49789,52644
0,40,0,0,1,7.0,0,22989,21956,31184
1,61,0,1,0,13.0,0,26482,25793,44607
1,57,0,1,0,7.0,0,59334,58823,43783
0,20,0,0,1,10.0,0,34507,35323,43625
1,48,1,0,0,9.8,0,40686,40257,51119
0,30,0,0,1,12.0,0,44571,44393,38612
1,40,0,1,0,12.0,0,53363,51633,45146
0,22,0,0,1,10.0,0,47340,46746,37246
1,61,1,0,0,8.8,0,45950,45815,49685
0,40,0,1,1,12.0,0,42479,43581,42609
0,26,0,0,1,11.0,0,36066,36683,44365
1,52,1,1,0,8.8,0,34291,33487,44279
0,41,1,0,1,8.8,0,21886,21228,42647
1,45,0,0,0,7.0,0,58945,60192,37621
0,22,1,0,1,10.8,0,38045,37302,39421
0,55,0,1,1,9.0,0,27447,25354,41628
1,57,0,1,1,11.0,0,39488,39796,43257
0,57,0,1,0,9.0,0,50783,51784,36859
0,20,0,0,1,7.0,1,47681,48092,35368
0,64,0,0,0,12.0,0,25084,24273,43114
0,18,0,1,1,9.0,0,23706,22990,38406
1,44,0,0,0,13.0,0,43701,44014,44516
1,21,0,1,1,9.0,0,45009,44575,40136
